ccode,scode,country,uscrireg,region,source08,idp08,host08,source07,idp07,host07,source06,idp06,host06,source05,idp05,host05,source04,idp04,host04,source03,idp03,host03,source02,idp02,host02,source01,idp01,host01,source00,idp00,host00,source99,idp99,host99,source98,idp98,host98,source97,idp97,host97,source96,idp96,host96,source95,idp95,host95,source94,idp94,host94,source93,idp93,host93,source92,idp92,host92,source91,idp91,host91,source90,idp90,host90,source89,idp89,host89,source88,idp88,host88,source87,idp87,host87,source86,idp86,host86,source85,idp85,host85,source84,idp84,host84,source83,idp83,host83,source82,idp82,host82,source81,idp81,host81,source80,idp80,host80,source79,idp79,host79,source78,idp78,host78,source77,idp77,host77,source76,idp76,host76,source75,idp75,host75,source74,idp74,host74,source73,idp73,host73,source72,idp72,host72,source71,idp71,host71,source70,idp70,host70,source69,idp69,host69,source68,idp68,host68,source67,idp67,host67,source66,idp66,host66,source65,idp65,host65,source64,idp64,host64
315,CZE,Czechoslovakia,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,,,999,0,0,999,0,0,999,0,0,,,,999,0,0,,,,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0
992,EEU,Eastern Europe,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0,,,,35,0,0,27,0,0,27,0,0,,,,434,0,0,,,,446,0,0,554,0,0,579,0,0,534,0,0,549,0,0,498,0,0,161,0,0,146,0,0,144,0,0
998,FSU,Former USSR,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,323,,,112,,,97,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,FYG,Former Yugoslavia,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,14,,,7,,,69,,,53,,,1320,,,1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,GDR,Germany East,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,,,,999,0,0,999,0,0,999,0,0,,,,999,0,0,,,,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0,999,0,0
993,LAM,Latin America,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,0,0,1475,0,0,1987,0,0,1510,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,13,0,125,,,,100,0,212,100,0,208,0,0,113,0,0,158,0,0,170,0,0,165,0,0,130,0,0,130,0,0,0
,,Other Europe,,,,,11,,,13,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Other Africa,,,,,2,,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Other Americas,,,,,9,,,9,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Other Asia,,,,,9,,,9,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Other Middle East,,,,,2,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,GFR,Germany West,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,256,0,0,193,0,0,121,0,0,103,0,0,57,0,0,70,0,0,0,0,0,0,0,0,0,0,0,94,0,0,70,0,0,80,,,,0,0,60,0,0,52,0,0,52,,,,0,0,121,,,,0,0,127,0,0,125,0,0,110,0,0,115,0,0,182,0,0,180,0,0,18,0,0,15,0,0,0
678,YAR,Yemen Arab Republic,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11,0,0,1,0,0,57,0,0,62,0,0,61,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,YPR,Yemen PDR,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,55,0,0,55,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,18,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,ALG,Algeria,1,5,0,0,96,0,0,96,0,0,95,0,500,95,0,500,102,170,150,0,10,150,85,10,150,85,50,150,85,50,150,84,40,150,84,2,999,104,0,10,114,0,0,120,0,0,130,0,0,121,0,0,210,0,0,204,0,0,189,0,0,170,0,0,167,0,0,167,0,0,167,0,0,167,0,0,167,0,0,54,0,0,65,0,0,52,0,0,52,,,,0,0,51,0,0,0,25,0,20,,,,0,0,8,,,,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,999,0,0,999,0,0,999,0,0,0,0,150
540,ANG,Angola,1,6,152,20,16,169,20,15,195,62,16,214,0,15,223,0,15,13,1000,323,410,2750,12,445,2500,12,400,2450,12,340,1750,15,302,1200,10,223,1200,9,220,1200,9,313,1500,11,344,2000,11,335,2000,11,404,900,9,443,827,10,436,704,12,438,908,26,396,975,96,404,3500,92,376,480,92,358,500,92,301,375,96,237,70,93,999,50,73,18,0,73,178,0,61,,,,1505,350,225,635,350,0,631,350,0,,,,427,0,5,,,,430,0,5,415,0,5,567,0,4,487,0,6,414,0,6,504,0,4,406,0,0,256,0,0,150,0,0
434,BEN,Benin,1,6,0,0,8,0,0,8,0,0,12,0,0,32,0,0,6,5,0,0,0,0,6,0,0,5,0,0,4,0,0,3,0,0,3,0,0,3,0,0,11,0,0,25,0,0,50,0,0,120,0,0,4,0,0,15,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,12,0,0,28,0,0,28,0,0,12
571,BOT,Botswana,1,6,0,0,23,0,0,3,0,0,3,0,0,0,0,0,4,5,0,0,0,0,4,0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,5,0,0,5,0,0,5,0,0,5,0,0,1,0,0,2,0,0,3,0,0,31,,,,0,0,8,0,0,2,0,0,1,,,,0,0,4,,,,0,0,5,0,0,4,0,0,4,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
439,BFO,Burkina Faso,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,26,0,0,21,0,0,30,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,BUI,Burundi,1,6,277,0,26,425,100,32,394,100,20,439,0,41,482,0,61,42,400,355,400,400,41,375,600,28,420,600,6,310,800,2,281,500,5,248,500,12,285,400,12,290,300,140,330,400,165,780,500,110,184,0,107,208,0,294,186,0,278,186,0,90,187,0,76,179,0,76,189,0,61,164,0,61,176,0,57,151,0,55,999,0,55,141,0,235,154,0,50,,,,153,0,50,142,0,48,0,0,48,,,,143,0,47,,,,47,0,45,23,0,40,12,0,46,13,0,92,13,0,79,13,0,79,0,0,70,0,0,80,0,0,35
471,CAO,Cameroon,1,6,0,0,92,0,0,97,0,0,71,0,0,59,2,0,65,25,0,0,0,0,17,0,0,32,0,0,45,0,0,10,0,0,3,1,0,1,2,0,1,2,0,2,0,0,2,0,0,2,0,0,2,0,0,42,0,0,49,0,0,4,0,0,5,0,0,7,0,0,5,0,0,14,0,0,4,0,0,1,0,0,20,0,0,266,0,0,30,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,CEN,Central African Republic,1,6,122,108,9,98,108,10,73,150,14,41,200,27,30,200,31,51,200,41,15,10,50,22,5,49,0,0,54,0,0,55,0,0,47,0,0,38,0,0,36,0,0,34,0,0,42,0,0,41,0,0,18,0,0,9,0,0,6,0,0,3,0,0,3,0,0,5,0,0,15,0,0,37,0,0,7,0,0,6,0,0,5,0,0,7,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,8,,,,0,0,6,0,0,30,0,0,28,0,0,25,0,0,41,0,0,43,0,0,21,0,0,8,0,0,0
483,CHA,Chad,1,6,77,167,330,102,186,294,85,113,287,46,0,276,54,0,260,156,0,3,0,0,16,35,0,15,53,0,20,15,0,20,16,0,10,12,0,0,16,0,0,16,0,0,29,0,0,33,0,0,24,0,0,70,0,0,78,0,0,0,225,0,41,225,0,66,225,0,123,325,0,176,325,0,16,50,0,17,0,0,999,100,0,396,0,0,9,0,0,,,,0,0,0,0,0,0,0,0,0,,,,2,0,0,,,,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,COM,Comoros,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,CON,Congo-Brazzaville,1,6,19,8,40,13,8,44,13,8,60,19,0,70,23,0,72,91,60,20,25,100,118,30,50,102,20,30,126,25,500,40,20,250,20,40,250,21,0,0,16,0,0,15,0,0,16,0,0,13,0,0,9,0,0,3,0,0,3,0,0,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,ZAI,Congo-Kinshasa,1,6,361,2000,193,364,1400,178,413,1100,209,451,1664,205,469,2330,2001,241,3200,440,410,2000,274,355,2000,305,350,1800,276,240,800,235,136,300,220,132,100,255,117,400,455,59,225,1332,56,550,1527,79,700,452,67,100,442,67,2000,0,51,0,371,50,0,339,53,0,326,54,0,338,43,0,333,77,0,328,82,0,304,79,0,270,999,0,370,277,0,400,69,0,194,,,,0,0,612,0,0,298,0,0,298,,,,43,0,459,,,,42,0,461,49,0,490,55,0,669,75,0,582,89,0,486,89,0,559,63,0,478,25,0,290,0,0,210
522,DJI,Djibouti,1,5,0,0,9,0,0,8,0,0,9,0,0,11,0,0,18,36,0,0,0,0,23,0,0,22,1,0,22,1,0,23,0,0,23,0,0,22,10,25,22,10,0,25,10,0,60,7,140,60,0,0,96,0,0,120,0,0,67,0,0,46,0,0,2,0,0,14,0,0,17,0,0,17,0,0,0,0,0,32,0,0,30,0,0,42,0,0,50,,,,0,0,6,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0
651,EGY,Egypt,1,5,0,0,152,0,0,165,0,0,173,0,0,87,0,0,86,69,0,0,0,0,78,0,0,75,0,0,57,3,0,47,0,0,46,0,0,46,0,0,46,0,0,10,0,0,11,0,0,11,0,0,11,0,0,108,0,0,108,0,0,56,0,0,66,0,0,61,0,0,57,0,0,6,0,0,0,0,0,1,0,0,6,0,0,5,0,0,0,,,,0,0,5,0,0,12,0,0,12,,,,0,0,37,,,,0,300,8,0,700,8,0,700,8,0,0,0,0,0,45,0,0,39,0,0,318,0,0,289,0,0,284
411,EQG,Equatorial Guinea,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
531,ERI,Eritrea,1,6,235,10,5,274,32,7,255,43,7,215,0,6,204,0,5,4,75,280,290,75,3,305,90,2,350,310,1,320,250,2,323,100,3,323,0,3,343,0,1,342,0,0,384,0,0,422,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,ETH,Ethiopia,1,6,78,300,135,62,200,202,78,190,147,64,150,101,52,0,116,112,90,19,20,90,115,13,100,114,40,280,194,50,300,246,40,150,251,48,0,313,58,0,328,111,0,308,191,400,250,232,500,156,835,600,416,752,1000,534,1226,1000,783,1036,1100,740,1101,1100,740,1122,1100,220,1230,1100,110,1286,1100,72,1209,1650,40,883,157,5,1050,150,11,1967,1800,11,1529,850,11,,,,177,653,10,91,0,8,91,0,11,,,,52,0,5,,,,55,0,0,55,0,93,48,0,90,227,0,90,220,0,92,215,0,90,0,0,80,0,0,75,0,0,0
