year,ku,kun,status,name,party,party_code,previous,wl,voteshare,age,nocand,rank,vote,eligible,turnout,exp
2012,shizuoka,4,1,"KOBYASHI, MASAE",mirai,12,1,0,804,41,4,3,16043,327407,5909,6683673
2014,miyagi,4,0,"KODAKA, HIROSHI",JCP,2,0,0,1304,34,3,3,16041,0,0,0
2017,nagasaki,1,1,"MAKIYAMA, TAKASHI",JCP,2,0,0,8058,60,3,3,16011,0,0,0
2003,tokyo,18,0,"KOBAYASHI, MOTONORI",JCP,2,0,0,607,37,3,3,16010,389002,6204,5859160
2012,mie,3,0,"KAMAI, TOSHIYUKI",JCP,2,0,0,801,30,3,3,16009,338689,6001,817893
2012,fukuoka,1,0,"HIEJIMA, TOSHIKAZU",JCP,2,0,0,8,65,5,4,15992,398511,5205,1828240
2014,yamagata,3,0,"YOSHIDA, TAISEI",DPJ,3,0,0,806,45,5,3,15981,0,0,0
2003,hokkaido,8,0,"FUSHIKIDA, MASAYOSHI",JCP,2,0,0,603,56,4,4,15980,419963,6104,4248086
2012,gifu,3,0,"HATTORI, YORIYOSHI",JCP,2,0,0,607,54,4,4,15979,416629,5902,1408848
2014,gunma,3,0,"SHIBUSAWA, TETSUO",JCP,2,0,0,1007,55,3,3,15972,0,0,0
2012,ibaraki,1,0,"MUTO, YUKO",mirai,12,0,0,7,48,5,4,15971,406694,5706,1169858
1996,hyogo,11,0,"NANKO, IKATSUMI",JCP,2,0,0,801,57,5,5,15970,360286,5509,3241421
2005,chiba,11,0,"KOBAYASHI, SHUJI",JCP,2,0,0,609,60,3,3,15968,376403,6302,2629348
2005,kanagawa,4,0,"TAKANO, YOSHIHIRO",shintonihon,34,0,0,7,57,4,3,15961,326976,71,6072020
2012,hokkaido,8,0,"TAKAHASHI, KEISUKE",JCP,2,0,0,7,53,4,4,15953,393030,5902,1460135
2003,gifu,1,0,"KINOSHITA, RITSUKO",JCP,2,0,0,808,56,3,3,15951,324290,5609,2952170
2014,fukushima,2,0,"TAIRA, YOSHIHIKO",JCP,2,0,0,906,62,3,3,15947,0,0,0
2005,aichi,8,0,"MORITA, YUSUKE",shintonihon,34,0,0,509,42,4,3,15943,404948,6704,1698777
2003,fukuoka,1,0,"OSHIMA, HISAYO",JCP,2,0,0,904,47,5,3,15940,350427,5009,2079206
2000,fukuoka,6,0,"MARUBAYASHI, HIDEHIKO",JCP,2,0,0,703,58,4,3,15931,360407,6207,2106999
2000,saga,2,0,"SHIBATA, HISAHIRO",SDP,9,0,0,1103,57,5,3,15890,214540,6801,5756841
2000,aichi,13,0,"MIYAGAWA, KANEHIKO",JCP,2,0,0,7,52,4,3,15880,348308,67,1512514
2009,fukushima,1,0,"YAMADA, YUTAKA",JCP,2,0,0,501,54,4,3,15879,427768,7309,2583953
2012,osaka,1,0,"YOSHINA, MIKA",DPJ,3,0,0,705,32,6,6,15878,394097,5503,8605098
2012,tokyo,18,0,"SUGIMURA, YASUYUKI",mirai,12,0,0,601,43,6,5,15873,415060,65,2220061
2005,osaka,19,0,"WAKE, YUTAKA",JCP,2,0,0,803,64,3,3,15855,304320,65,2332597
2003,kanagawa,6,0,"UEDA, KEIKO",SDP,9,0,0,701,36,5,4,15854,373824,6102,3717809
2009,kanagawa,18,0,"MUNETA, HIROYUKI",JCP,2,0,0,607,50,5,3,15832,342219,6701,2119097
2014,aomori,4,0,"CHIBA, KOKI",JCP,2,0,0,1109,53,3,3,15831,0,0,0
2009,akita,1,0,"SUZUKI, SATOSHI",JCP,2,0,0,808,32,5,3,15830,267441,6805,1673913
1996,niigata,5,0,"KATAOKA, MASAHIDE",SDP,9,0,0,8,41,4,3,15823,279306,7206,11385059
2012,gifu,4,0,"KUSAKABE, TOSHIO",JCP,2,0,0,609,64,4,4,15808,343212,6806,1382001
2000,yamanashi,1,0,"AKAIKE, MASAAKI",independent,99,0,0,1103,38,4,3,15803,222071,6406,5570959
2012,tokyo,5,0,"MIURA, IWAO",JCP,2,0,0,506,63,7,6,15796,456028,6303,2006317
2012,okayama,2,0,"INOUE, MOTOKO",JCP,2,0,0,1002,65,3,3,15789,288235,5506,1377881
2009,kanagawa,15,0,"NISHIWAKE, TAKUYA",JCP,2,0,0,501,32,4,3,15786,454639,6804,2028022
2009,gunma,1,0,"SAKAI, HIROAKI",JCP,2,0,0,602,43,5,3,15783,389150,6702,944595
2009,ibaragi,1,0,"TAYA, TAKEO",JCP,2,0,0,6,58,4,3,15776,407489,6607,1765039
2014,tokushima,1,0,"FURUTA, MOTONORI",JCP,2,0,0,809,66,3,3,15776,0,0,0
2012,kanagawa,9,0,"HORIGUCHI, NOZOMU",JCP,2,0,0,806,36,4,4,15773,303887,6201,2127542
2012,hyogo,4,0,"MATSUMOTO, KATSUO",JCP,2,0,0,605,68,4,4,15769,428586,58,1210805
2003,aomori,1,0,"HERAI, TSUTOMU",DPJ,3,0,0,707,50,6,3,15736,356913,5804,4231654
2012,aichi,7,0,"UGO, KINSHU",JCP,2,0,0,601,34,4,4,15732,426435,6203,1180247
2009,nara,2,0,"NISHI, FUMIKO",JCP,2,0,0,704,74,4,3,15727,298265,7206,1454929
2017,mie,4,1,"TANINAKA, MIYOSHI",JCP,2,0,0,8053,57,3,3,15724,0,0,0
2000,hokkaido,2,0,"ASANO, TAKAO",SDP,9,0,0,604,44,6,5,15722,407658,6105,4273833
2012,fukushima,4,0,"OGAWA, UZEN",SDP,9,0,0,1007,63,4,3,15718,237918,64,1235744
2012,yamaguchi,3,0,"IGARASHI, HITOMI",JCP,2,0,0,1003,51,3,3,15709,272343,58,1200400
2012,kagoshima,3,0,"FUKUDOME, DAISHI",NIK,11,0,0,1001,36,5,3,15681,258665,6008,3262656
2003,gunma,5,0,"YANAGIDA, KIMIKO",JCP,2,0,0,803,58,3,3,15674,318360,6105,1386625
2014,shizuoka,8,0,"FURUHASHI, KAZUHIRO",independent,99,0,0,801,38,4,4,15671,0,0,0
2017,tokyo,15,1,"INO, TAKASHI",independent,99,0,0,7005,52,4,4,15667,0,0,0
1996,tottori,2,0,"NAGAO, TATSUYA",JCP,2,0,0,1005,65,3,3,15665,223833,6904,2654223
2012,kanagawa,1,0,"AKASHI, YUKIO",JCP,2,0,0,604,53,5,5,15664,418323,6003,1363610
2000,okayama,3,0,"MIIMI, YOSHIAKI",JCP,2,0,0,8,43,3,3,15658,301061,6705,1292953
2014,okayama,2,0,"INOUE, MOTOKO",JCP,2,0,0,1009,67,3,3,15652,0,0,0
2000,kagoshima,3,0,"MURAYAMA, SATORU",JCP,2,0,0,809,52,3,3,15651,271016,67,773151
2000,nagasaki,2,0,"KOMAI, MASAKI",jiyu-rengo,10,0,0,707,52,3,3,15648,332715,6401,6298481
2003,fukuoka,2,0,"GYOTOKU, SHUJI",JCP,2,0,0,703,62,3,3,15626,414569,5304,2744564
1996,shizuoka,6,0,"NAKADA, TAKAYUKI",JCP,2,0,0,801,45,5,4,15626,331509,5908,2431388
2017,tokushima,1,1,"YAMAMOTO, CHIYOKO",JCP,2,0,0,8091,68,3,3,15622,0,0,0
2005,aichi,1,0,"KIMURA, EMI",JCP,2,0,0,704,55,4,3,15585,360007,5907,2177427
2014,Fukui,1,0,"KANEMOTO, YUKIE",JCP,2,0,0,806,56,3,3,15561,0,0,0
1996,yamanashi,2,0,"AKIYAMA, KOICHI",JCP,2,0,0,1103,43,3,3,15553,231402,6206,2291690
1996,aomori,1,0,"TOGASHI, HIDEO",JCP,2,0,0,709,62,4,4,15548,348457,5707,5829402
2005,fukuoka,4,0,"SHINDOME, KIYOTAKA",JCP,2,0,0,702,50,3,3,15542,325061,6804,2274081
2012,hyogo,5,0,"HIRAYAMA, KAZUSHI",JCP,2,0,0,7,59,4,4,15534,358266,6305,1500611
2012,shizuoka,5,0,"OBA, MOMOKO",JCP,2,0,0,508,56,4,3,15526,457412,6001,892468
1996,shizuoka,1,0,"MATSUNAGA, HIROJI",independent,99,0,0,609,67,8,7,15526,369430,6202,15924277
2012,kanagawa,18,0,"YAMAZAKI, MASAKO",JCP,2,0,0,707,59,5,5,15514,351874,5901,2193092
2012,aichi,1,0,"ONO, HIROMITSU",JCP,2,0,0,802,49,4,4,15512,373297,5207,1220570
2017,shiga,3,0,"ISHIDO, ATSUSHI",JCP,2,0,0,1009,43,3,3,15502,0,0,0
2012,kanagawa,16,0,"IKEDA, HIROHIDE",JCP,2,0,0,604,50,4,4,15494,431606,58,2273568
2000,kumamoto,5,0,"ARAKI, TAKAO",independent,99,0,0,804,57,7,4,15492,255629,7304,22899900
2003,saitama,7,0,"OHASHI, SHOJI",JCP,2,0,0,704,56,4,3,15489,394200,5306,2522160
2000,iwate,3,0,"KUMAGAI, SHUJI",DPJ,3,0,0,801,40,7,5,15483,265150,7305,6631983
2000,kanagawa,3,0,"KAMACHI, SHIGENORI",LP,18,0,0,704,53,6,5,15478,375084,5607,0
2005,miyagi,1,0,"KADONO, TATSUYA",JCP,2,0,0,602,46,3,3,15470,397934,6302,1996725
1996,tokushima,2,0,"KAWAMURA, YOJI",NJSP,21,0,0,13,48,3,3,15469,230623,5507,4968827
2005,aichi,11,0,"MOTOMURA, NOBUKO",JCP,2,0,0,601,32,3,3,15468,346484,75,1710621
2012,kanagawa,4,0,"KATO, KATSUHIRO",JCP,2,0,0,705,68,4,4,15456,329966,6404,1446939
1996,fukuoka,7,0,"KASAHARA, TADAO",JCP,2,0,0,702,70,4,4,15452,325447,6701,2914804
2014,tokyo,11,0,"SHIMOMURA, MEI",independent,99,0,0,607,27,4,4,15447,0,0,0
2005,hokkaido,7,0,"MURAKAMI, KAZUSHIGE",JCP,2,0,0,708,45,3,3,15438,286454,7104,3887190
2012,saitama,5,0,"FUJISHIMA, TOSHIHISA",mirai,12,0,0,705,50,4,3,15434,352329,5909,139900
1996,okayama,3,0,"NAGAHATA, RYOSUKE",JCP,2,0,0,707,56,3,3,15425,299197,6805,2341002
2017,okayama,3,1,"OZAKI, HIROKO",JCP,2,0,0,10009,61,4,4,15424,0,0,0
2014,wakayama,2,0,"TOMIOKA, KIYOHIKO",JCP,2,0,0,1202,65,3,3,15415,0,0,0
1996,ibaragi,6,0,"NAKAHARA, SHIGETO",sakigake,24,0,0,709,26,6,4,15410,381126,5209,3116445
1996,niigata,4,0,"WATANABE, NORIHIKO",JCP,2,0,0,705,53,4,4,15408,310721,6807,1581509
2003,shiga,4,0,"TSUBOTA, IKUO",JCP,2,0,0,807,44,3,3,15400,281512,6402,2905548
2003,niigata,3,0,"TANAKA, SHINICHI",JCP,2,0,0,709,41,3,3,15399,328821,6108,1249132
2014,chiba,6,2,"ENDO, NOBUHIKO",NG,20,1,0,902,51,4,4,15395,0,0,0
2003,tokyo,25,0,"SUZUKI, TAKUYA",JCP,2,0,0,808,33,4,3,15381,315478,5703,3067501
2014,iwate,1,0,"YOSHIDA, KYOKO",JCP,2,0,0,1004,33,4,3,15374,0,0,0
2000,saitama,7,0,"TAKAHASHI, ISAMU",SDP,9,0,0,609,63,5,5,15357,385860,5804,5838340
2017,yamagata,1,1,"ISHIKAWA, SHO",JCP,2,0,0,8044,43,3,3,15354,0,0,0
2012,akita,1,2,"KONOEYA, NOBUHIRO",NIK,11,1,0,908,63,5,3,15333,266508,5909,5731811
2003,kanagawa,1,0,"NAKAIE, HARUKO",JCP,2,0,0,605,49,4,3,15331,405074,5903,3663900
2014,iwate,3,0,"KIKUCHI, YUKIO",JCP,2,0,0,1008,55,3,3,15328,0,0,0
2005,aichi,9,0,"IGETA, MAKOTO",kokumin,29,0,0,506,36,4,4,15314,417340,6702,2406212
2012,miyazaki,1,0,"TOYAMA, ITSUKI",mirai,12,0,0,801,36,6,4,15300,347429,5508,8523337
2000,kanagawa,12,0,"NUMAKAMI, TSUNEO",JCP,2,0,0,709,42,5,5,15293,338294,5804,4237383
2003,nagano,4,0,"UEDA, HIDEAKI",JCP,2,0,0,904,49,4,4,15286,253374,66,2990684
2003,gifu,3,0,"MIYAGAWA, KATSUYOSHI",JCP,2,0,0,603,61,3,3,15278,407670,6008,2634299
2017,nagasaki,2,1,"KONDO, ICHIU",JCP,2,0,0,8094,68,3,3,15261,0,0,0
2003,fukushima,1,0,"YAMADA, YUTAKA",JCP,2,0,0,504,48,4,4,15241,430338,6609,2885360
2014,miyagi,2,0,"MASUMOTO, TERUAKI",NG,20,0,0,706,59,5,4,15228,0,0,0
2000,toyama,2,0,"ORITA, MAKOTO",JCP,2,0,0,906,48,3,3,15208,255564,6409,1446091
2000,chiba,6,0,"SHIMAMURA, YOSHIYUKI",jiyu-rengo,10,0,0,8,53,4,4,15197,348139,5702,10658339
2017,osaka,8,1,"ARAI, MAKOTO",JCP,2,0,0,8091,57,4,4,15197,0,0,0
2012,aichi,9,0,"MATSUZAKI, SHOZO",JCP,2,0,0,604,66,5,5,15186,423038,58,1172137
1996,ibaragi,1,0,"SEKIDO, HIDEKO",JCP,2,0,0,7,50,4,4,15185,391462,57,3629533
1996,okayama,4,0,"KAKIUCHI, YUICHI",JCP,2,0,0,608,32,3,3,15173,336932,6705,2632097
2005,toyama,3,0,"KUBOTA, MASATO",SDP,9,0,0,502,58,5,4,15163,390928,7505,6515568
2003,ehime,2,0,"UMEZAKI, YUKIO",SDP,9,0,0,809,66,4,3,15150,300764,59,4455910
2012,tokyo,16,0,"SHIMANAGA, KAYOKO",JCP,2,0,0,6,63,6,6,15145,452248,5705,3127137
2000,kyoto,6,0,"MATSUMURA, TSUTOMU",LP,18,0,0,6,53,5,4,15136,422379,6103,4127531
2003,kanagawa,18,0,"OGAWA, EIICHI",independent,99,0,0,809,60,7,3,15136,316614,5507,2977545
2012,nagano,5,0,"IKEDA, YUKIYO",SDP,9,0,0,8,40,5,5,15135,288040,68,3299142
2012,kanagawa,13,0,"MIYAO, KATSUYUKI",JCP,2,0,0,508,69,5,5,15131,461285,58,2763170
2003,hyogo,5,0,"NISHINAKA, TAKAO",JCP,2,0,0,604,54,3,3,15124,361550,6701,2038253
2003,hyogo,10,0,"HOSHIHARA, SACHIYO",JCP,2,0,0,8,61,3,3,15112,338347,5704,1482957
1996,niigata,3,0,"TASAKI, SHOICHI",JCP,2,0,0,608,71,4,4,15110,322841,71,1628213
2014,okayama,1,0,"KUKAIDANI, CHIDORI",JCP,2,0,0,904,56,3,3,15105,0,0,0
2005,nara,1,0,"HOSONO, AYUMI",JCP,2,0,0,707,48,4,4,15071,295882,6805,1671458
2005,okinawa,4,0,"MAESATO, TAMOTSU",JCP,2,0,0,1008,49,4,3,15068,248584,5704,3025489
2009,chiba,6,0,"KOHIRA, YUKI",your,14,0,0,609,47,6,3,15063,348266,6406,1431856
2012,mie,1,0,"OKANO, EMI",JCP,2,0,0,8,60,4,4,15059,307509,6206,588529
2000,niigata,3,0,"INAGAKI, KEIZO",JCP,2,0,0,609,63,4,4,15045,328259,6807,2059295
2003,nara,2,0,"MIYAMOTO, JIRO",JCP,2,0,0,808,28,3,3,15044,296265,6003,1859302
1996,kumamoto,1,0,"NODA, MASAHARU",independent,99,0,0,708,51,6,4,15034,330728,5903,8488300
2003,shizuoka,1,0,"KAWASE, SACHIYO",JCP,2,0,0,607,52,5,4,15032,379980,6004,1639826
2012,hyogo,3,0,"MITSUHASHI, MAKI",mirai,12,0,0,804,35,5,4,15030,319736,5706,3520493
2017,chiba,7,0,"WATANABE, TAKAO",JCP,2,0,0,7008,74,4,4,15025,0,0,0
2017,chiba,1,0,"HASEGAWA, YUTAKA",NIK,41,0,0,7038,42,4,4,15014,0,0,0
2017,saitama,15,1,"TAKAHASHI, HIDEAKI",NIK,41,0,0,7053,54,4,4,15014,0,0,0
1996,yamagata,1,0,"YAMAZAKI, SHINGO",SDP,9,0,0,809,57,4,3,15002,245398,6905,11993359
1996,hokkaido,12,0,"MURAGUCHI, TERUMI",JCP,2,0,0,805,60,3,3,14976,268227,6708,3161686
2003,osaka,19,0,"WAKE, YUTAKA",JCP,2,0,0,904,62,4,4,14962,302033,5501,2012141
2005,oita,2,0,"YAMASHITA, KAI",JCP,2,0,0,606,28,3,3,14957,318070,7209,896026
2017,chiba,4,0,"FUKATSU, TOSHIRO",JCP,2,0,0,608,69,4,3,14955,0,0,0
2005,tokyo,9,0,"NAKAGAWA, NAOTO",SDP,9,0,0,503,48,4,4,14952,429691,6705,4855011
2014,kumamoto,1,0,"TAKAMOTO, MASANAO",JCP,2,0,0,805,29,3,3,14947,0,0,0
2017,miyazaki,3,1,"IFUKU, MITOSHI",JCP,2,0,0,10058,68,3,3,14942,0,0,0
2017,gunma,5,0,"ITO, TATSUYA",JCP,2,0,0,8086,34,4,3,14935,0,0,0
1996,shizuoka,5,0,"SHIMOOKA, SHOICHI",JCP,2,0,0,1002,60,4,4,14927,276544,5408,2453188
1996,shizuoka,1,0,"KIMIYA, TAKESHI",independent,99,0,0,606,44,8,8,14925,369430,6202,19215462
2003,kanagawa,14,0,"FUJIWARA, MASAAKI",JCP,2,0,0,607,31,5,4,14915,411851,5505,3342201
1996,hiroshima,7,0,"SHIMIZU, MATSUTARO",JCP,2,0,0,704,63,4,4,14915,348738,5806,1665229
2012,chiba,8,0,"TAKEISHI, HIDENORI",JCP,2,0,0,605,62,5,5,14914,393127,6003,989900
2012,chiba,5,0,"AIHARA, FUMINO",mirai,12,0,0,604,38,7,5,14913,411147,5709,7621862
1996,tochigi,4,0,"AOKI, HIROSHI",JCP,2,0,0,607,35,4,3,14899,368921,6105,1574520
2000,hiroshima,3,0,"OUE, KAZUKO",JCP,2,0,0,705,46,4,4,14896,333202,6103,1398181
1996,miyagi,4,0,"SATO, YOSHIHIRO",SDP,9,0,0,808,48,4,4,14887,298415,5801,7344609
2017,chiba,2,0,"FUJIMAKI, KENTA",NIK,41,0,0,6067,34,5,5,14885,0,0,0
2005,hokkaido,12,0,"SUGAWARA, MAKOTO",JCP,2,0,0,602,32,3,3,14882,329520,7407,3196749
2012,tokyo,1,0,"NOZAWA, TETSUO",mirai,12,0,0,503,46,9,6,14875,477631,6102,210000
2014,aichi,14,0,"HAKAMADA, TOMIJI",JCP,2,0,0,906,62,3,3,14872,0,0,0
2014,hyogo,12,0,"HORI, YUZURU",JCP,2,0,0,901,64,4,4,14871,0,0,0
2003,shizuoka,6,0,"SUZUKI, KAZUHIKO",JCP,2,0,0,505,60,4,4,14867,453690,6107,2180127
1996,fukushima,5,0,"SATO, TOSHIHIKO",JCP,2,0,0,702,40,4,4,14862,338936,6109,4190640
1996,hiroshima,5,0,"HACHIYAMA, YUKIMITSU",NJSP,21,0,0,804,65,4,3,14851,291529,63,7622394
1996,tottori,1,0,"IWANAGA, NAOYUKI",JCP,2,0,0,909,39,4,3,14845,252937,6508,1930684
2009,nagano,5,0,"MISAWA, YOSHIO",JCP,2,0,0,605,65,5,3,14841,291541,7904,701622
2003,gifu,5,0,"INOUE, SATOSHIB",JCP,2,0,0,707,36,3,3,14834,287779,6806,2614808
2009,oita,1,0,"YAMASHITA, KAI",JCP,2,0,0,602,32,4,3,14821,362058,6706,1178245
2014,hiroshima,7,0,"KOHAMA, ICHIKI",JCP,2,0,0,805,58,4,4,14811,0,0,0
2000,mie,4,0,"OKANO, EMI",JCP,2,0,0,905,48,3,3,14789,236985,6701,2424770
2003,niigata,4,0,"MUTO, MOTOMI",JCP,2,0,0,7,46,3,3,14776,321244,6705,0
2005,akita,1,0,"ISHIKAWA, RENJIRO",kokumin,29,0,0,805,66,4,3,14751,270059,6506,4574503
2003,tokyo,7,0,"YABE, HAJIME",independent,99,0,0,604,52,5,4,14743,430428,5503,4870779
1996,hokkaido,13,0,"ISHIKAWA, AKEMI",JCP,2,0,0,705,45,4,4,14736,288283,6808,3444628
2009,osaka,19,0,"WAKE, YUTAKA",JCP,2,0,0,704,68,4,3,14735,306878,6602,2342179
2009,nara,1,0,"INOUE, YOSHIKO",JCP,2,0,0,704,45,4,3,14732,295931,6804,2117733
2017,shizuoka,1,1,"SUZUKI, CHIKA",JCP,2,0,0,7016,46,4,4,14732,0,0,0
1996,niigata,1,0,"NAKAYAMA, HITOSHI",others,100,0,0,701,37,4,4,14725,379061,5703,3044160
2014,ishikawa,1,0,"KAMEDA, RYOSUKE",JCP,2,0,0,908,66,3,3,14720,0,0,0
2014,chiba,7,0,"ABE, HARUMASA",SDP,9,0,0,703,60,4,4,14718,0,0,0
2014,miyagi,3,0,"YOSHIDA, GO",JCP,2,0,0,1005,33,3,3,14712,0,0,0
2005,aichi,12,0,"HAGIWARA, NOBORU",JCP,2,0,0,409,54,3,3,14706,432843,7101,1906741
2012,osaka,10,0,"ASANUMA, KAZUHITO",JCP,2,0,0,705,51,4,4,14706,315392,6308,1495688
1996,hiroshima,2,0,"MAKINO, TERUKO",JCP,2,0,0,705,52,5,4,14688,362566,5502,1261821
2005,ibaragi,6,0,"TSUKAMOTO, TAKESHI",JCP,2,0,0,509,61,4,4,14680,409891,6208,1222459
2017,ibaraki,2,0,"HOSHINO, FUMIO",JCP,2,0,0,8034,69,3,3,14675,0,0,0
2012,aichi,11,0,"WATANABE, HOROSHI",JCP,2,0,0,6,32,4,3,14670,367599,6908,1416156
2005,ehime,4,0,"YAMAMOTO, HIROSHI",JCP,2,0,0,8,49,3,3,14655,254136,7406,1188035
1996,aichi,14,0,"KURITANI, KENICHIRO",JCP,2,0,0,10,47,4,3,14646,254598,5902,2292923
2003,aichi,15,0,"SAITO, HIROMU",JCP,2,0,0,703,32,3,3,14622,333169,6102,1605655
2005,okinawa,2,0,"SHIMAJIRI, NOBORU",independent,99,0,0,905,47,4,3,14617,250693,6205,4631518
2014,chiba,3,0,"KABASAWA, YOHEI",JCP,2,0,0,901,35,4,4,14611,0,0,0
2009,aichi,15,0,"SAITO, HIROMU",JCP,2,0,0,601,38,4,3,14595,344911,7007,1684607
2017,hiroshima,6,0,"TERADA, AKIMITSU",JCP,2,0,0,8061,66,3,3,14585,0,0,0
2000,yamagata,4,0,"SATO, MASAYUKIA",JCP,2,0,0,8,27,3,3,14584,256555,7205,3234608
2017,akita,1,0,"SAITO, DAIGO",JCP,2,0,0,9086,38,3,3,14584,0,0,0
2014,yamanashi,2,0,"AKIYAMA, KOICHI",JCP,2,0,0,807,61,3,3,14578,0,0,0
1996,kumamoto,1,0,"KAWAKAMI, SACHIKO",JCP,2,0,0,705,38,6,5,14569,330728,5903,2482733
2017,osaka,13,1,"KAN, HIDEKI",CDP,40,0,0,8004,45,5,5,14568,0,0,0
2003,saitama,15,0,"AKIMOTO, SEIIICHI",independent,99,0,0,804,50,5,4,14566,345408,5108,9637133
2005,ehime,2,0,"OCHI, KEIJI",JCP,2,0,0,705,33,3,3,14553,300221,6608,1218835
2009,fukuoka,3,0,"KAWAHARA, YASUHIRO",JCP,2,0,0,504,27,4,3,14551,394703,6907,1051640
2012,kanagawa,14,0,"INOMARTA, YURI",JCP,2,0,0,507,28,6,5,14549,437769,5904,2086825
2009,miyagi,1,0,"KADONO, TATSUYA",JCP,2,0,0,507,50,5,3,14547,402329,6408,3020782
2003,ibaragi,3,0,"UENO, TAKASHI",JCP,2,0,0,7,39,3,3,14546,373318,5706,1506777
2005,hyogo,9,0,"OSUGI, TETSUO",JCP,2,0,0,602,57,4,4,14539,361590,66,2041484
2009,nara,3,0,"MAMEDA, YOSHINORI",JCP,2,0,0,701,56,4,3,14525,290935,7109,1975026
1996,hyogo,1,0,"UENO, KEIJI",NJSP,21,0,0,904,48,5,4,14508,305396,5205,5435651
2017,osaka,1,0,"SHIBAYAMA, NOBORU",JCP,2,0,0,8005,63,5,4,14498,0,0,0
2012,miyagi,2,0,"FUKUSHIMA, KAZUE",JCP,2,0,0,603,52,6,6,14494,429416,5406,1351182
2005,okinawa,4,0,"KINJO, HIROSHI",kokumin,29,0,0,1004,57,4,4,14491,248584,5704,4417987
2009,aichi,1,0,"KIMURA, EMI",JCP,2,0,0,604,59,5,3,14485,369526,62,1802968
2009,fukuoka,11,0,"YAMASHITA, TOMIKO",JCP,2,0,0,708,55,4,3,14475,272356,7006,1528932
1996,nagasaki,2,0,"SHIMIZU, HIDEKI",JCP,2,0,0,701,45,3,3,14468,324986,6405,1924720
2012,nara,3,0,"MAMETA, SHIKO",JCP,2,0,0,802,59,4,4,14466,291732,6203,1666120
2012,yamagata,1,0,"ISHIKAWA, WATARU",JCP,2,0,0,707,39,3,3,14447,305571,63,1169962
2005,hiroshima,7,0,"MORIKAWA, MIKIE",JCP,2,0,0,6,55,3,3,14444,370444,6603,782350
2005,hyogo,11,0,"TAKEUCHI, NORIAKI",JCP,2,0,0,6,30,3,3,14441,376510,6405,1832578
2003,yamaguchi,4,0,"IKENOUE, HIROSHI",JCP,2,0,0,802,49,3,3,14438,276936,65,1587520
2014,tochigi,3,0,"AKIYAMA, YUKIKO",JCP,2,0,0,1102,63,3,3,14438,0,0,0
2000,miyagi,3,0,"KATO, MIKIO",JCP,2,0,0,809,36,4,4,14429,279131,6003,1603797
2012,shizuoka,6,0,"IGUCHI, MASAHIKO",JCP,2,0,0,507,58,4,4,14423,443795,5902,533910
2014,aichi,3,0,"MASUDA, NARIMI",others,100,0,0,703,41,5,4,14416,0,0,0
1996,fukushima,2,0,"HIDA, TOSHIMITSU",JCP,2,0,0,701,47,3,3,14412,322195,6403,2769159
2003,kanagawa,9,0,"KAMOSHITA, GEN",JCP,2,0,0,902,25,4,3,14409,277264,5709,4846123
2005,ehime,1,0,"NOGUCHI, JIN",SDP,9,0,0,603,58,5,3,14380,383376,6009,3267462
2017,wakayama,1,1,"HARA, YASUHISA",JCP,2,0,0,9098,66,3,3,14372,0,0,0
2003,okayama,4,0,"AZUMA, TSUYOSHI",JCP,2,0,0,708,27,3,3,14367,353956,5403,1320192
1996,hiroshima,4,0,"NISHIOKA, JUN",JCP,2,0,0,1003,58,3,3,14365,267565,5505,2197202
2005,aichi,8,0,"KAMIYA, TORU",JCP,2,0,0,503,64,4,4,14362,404948,6704,1664497
2003,okayama,2,0,"OZAKI, HIROKO",JCP,2,0,0,809,47,3,3,14357,285783,59,1523063
2017,hiroshima,5,0,"OZAKI, HIKARU",JCP,2,0,0,11018,64,3,3,14356,0,0,0
2014,akita,3,0,"WAGATSUMA, KEIKO",JCP,2,0,0,703,60,3,3,14333,0,0,0
2009,kanagawa,18,0,"FUJISAKI, KOTARO",your,14,0,0,601,30,5,4,14325,342219,6701,1287862
1996,ibaragi,4,0,"NEMOTO, MICHINAO",JCP,2,0,0,807,62,3,3,14325,286678,5906,4044323
2009,nagasaki,1,0,"FUCHISE, EIKO",JCP,2,0,0,601,53,4,3,14321,352817,67,1592114
2014,osaka,10,0,"ASANUMA, KAZUHITO",JCP,2,0,0,8,53,4,4,14318,0,0,0
2009,hokkaido,2,0,"HONDA, YUMI",SDP,9,0,0,407,31,5,4,14311,436036,71,2520308
2014,shizuoka,4,0,"SUGITA, YASUO",JCP,2,0,0,803,68,3,3,14305,0,0,0
2009,shizuoka,1,0,"IKENO, MOTOAKI",JCP,2,0,0,506,49,5,4,14293,384117,6706,824462
2014,mie,3,0,"KAMAI, TOSHIYUKI",JCP,2,0,0,706,32,3,3,14293,0,0,0
2012,mie,5,0,"NAITO, KOICHI",JCP,2,0,0,803,48,3,3,14293,281210,6303,801401
2005,tottori,1,0,"TANAKA, KIYOICHI",SDP,9,0,0,709,52,4,3,14271,261387,7009,4345762
2003,fukuoka,3,0,"NAKAZONO, TATSUNOBU",JCP,2,0,0,607,51,3,3,14257,374978,5802,1764417
2003,shimane,1,0,"JODAI, YOSHIO",JCP,2,0,0,704,49,3,3,14237,286260,6806,1453682
2005,mie,1,0,"OKANO, EMI",JCP,2,0,0,604,53,3,3,14236,310151,7206,1216428
2009,kochi,2,0,"YAMANAKA, MASAHIRO",JCP,2,0,0,1001,59,4,3,14225,217563,6603,1843513
