year,ku,kun,status,name,party,party_code,previous,wl,voteshare,age,nocand,rank,vote,eligible,turnout,exp
2003,yamagata,3,2,"KATO, KOICHIA",independent,99,11,1,5809,64,3,1,137206,330039,7201,9925037
2003,shizuoka,5,1,"HOSONO, GOSHI",DPJ,3,2,1,4904,32,3,1,137201,443572,6307,5652917
2009,hyogo,9,1,"NISHIMURA, YASUTOSHI",LDP,1,3,1,6006,46,3,1,137190,361568,6502,8111043
2009,kumamoto,1,1,"MATSUNO, YORIHISA",DPJ,3,4,1,5504,48,4,1,137048,366290,6807,14718147
2009,chiba,9,0,"OKUNO, SOICHIRO",DPJ,3,1,1,5405,45,4,1,136932,399436,6403,5826680
2005,gunma,1,1,"SATA, GENICHIRO",LDP,1,6,1,5508,52,4,1,136920,390408,6405,18643111
2009,osaka,14,0,"NAGAO, TAKASHI",DPJ,3,1,1,4804,46,5,1,136798,422981,6805,0
2005,tokyo,6,0,"OCHI, TAKAO",LDP,1,1,1,4603,41,3,1,136750,465181,65,7526766
2005,fukuoka,2,1,"YAMASAKI, TAKU",LDP,1,12,1,5204,68,5,1,136702,423584,6207,18226599
2005,hyogo,9,1,"NISHIMURA, YASUTOSHI",LDP,1,2,1,5803,42,4,1,136605,361590,66,12302851
2009,fukushima,1,1,"KAMEOKA, YOSHITAMI",LDP,1,1,0,4308,53,4,2,136526,427768,7309,9875641
2017,fukuoka,3,1,"KOGA, ATSUSHI",LDP,1,2,1,59002,45,2,1,136499,0,0,0
2003,tokyo,8,1,"ISHIHARA, NOBUTERU",LDP,1,4,1,55,46,4,1,136429,443147,5704,16298494
2005,niigata,1,1,"NISHIMURA, CHINAMI",DPJ,3,2,1,4907,38,3,1,136391,421723,6606,6085360
2005,kumamoto,4,1,"SONODA, HIROYUKI",LDP,1,7,1,6803,63,2,1,136380,303950,6808,7063125
2017,hokkaido,6,1,"SASAKI, TAKAHIRO",CDP,40,3,1,54049,68,2,1,136312,0,0,0
2009,tokyo,20,1,"KATO, KOICHIB",DPJ,3,4,1,5102,45,4,1,136294,398174,6801,5134342
2009,kanagawa,13,1,"AMARI, AKIRA",LDP,1,8,2,4505,60,4,2,136164,453308,6703,6519645
2003,tokyo,19,1,"SUEMATSU, YOSHINORI",DPJ,3,3,1,5209,46,4,1,136082,441981,5909,6488174
2003,shizuoka,6,1,"WATANABE, SHU",DPJ,3,3,1,4909,41,4,1,136066,453690,6107,9575161
2017,hokkaido,5,0,"IKEDA, MAKI",CDP,40,0,2,47049,45,3,2,135948,0,0,0
2005,kanagawa,14,0,"AKAMA, JIRO",LDP,1,0,1,5009,37,3,1,135719,418553,6501,12875989
2009,fukushima,5,1,"YOSHIDA, IZUMI",DPJ,3,2,1,59,60,3,1,135692,343654,6804,8416799
2003,aichi,12,1,"SUGIURA, SEIKEN",LDP,1,5,1,5004,69,3,1,135622,424973,6406,8976715
2003,chiba,4,1,"NODA, YOSHIHIKO",DPJ,3,3,1,5508,46,3,1,135522,459501,5403,3432591
2009,osaka,4,2,"YOSHIDA, OSAMU",DPJ,3,4,1,5008,47,4,1,135411,417037,6502,9185735
2017,fukuoka,8,1,"ASO, TARO",LDP,1,12,1,72023,77,2,1,135334,0,0,0
2009,shimane,2,1,"TAKESHITA, WATARU",LDP,1,4,1,5409,62,3,1,135296,312861,7909,7328400
2000,ibaragi,2,1,"NUKAGA, FUKUSHIRO",LDP,1,6,1,6702,56,3,1,135296,345364,5908,13055554
2012,shimane,2,1,"TAKESHITA, WATARU",LDP,1,5,1,6707,66,3,1,135270,307126,67,6945467
2009,kanagawa,1,0,"NAKABAYASHI, EMIKO",DPJ,3,1,1,4801,48,4,1,135211,420265,6802,5696908
2003,kanagawa,17,1,"KONO, YOHEI",LDP,1,13,1,5703,66,3,1,135206,422156,5705,16914240
2000,chiba,11,1,"MORI, EISUKE",LDP,1,4,1,6604,51,3,1,135151,367859,5802,6907306
2005,hokkaido,8,1,"KANETA, SEIICHI",DPJ,3,5,1,4908,57,3,1,134963,416865,6607,13504073
2017,aichi,11,1,"FURUMOTO, SHINICHIRO",POH,39,5,1,5308,52,3,1,134698,0,0,0
2012,gunma,5,1,"OBUCHI, YUKO",LDP,1,5,1,7703,39,3,1,134685,314402,5809,11637731
2005,aichi,7,1,"SUZUKI, JUNJI",LDP,1,2,1,50,47,3,1,134535,402758,6802,12525117
2009,okayama,4,1,"YUNOKI, MICHIYOSHI",DPJ,3,1,1,57,37,3,1,134319,364284,6601,9205997
2009,toyama,3,0,"TACHIBANA, KEIICHIRO",LDP,1,1,1,4509,48,4,1,134315,385190,77,15552729
2009,chiba,12,1,"HAMADA, YASUKAZU",LDP,1,6,1,5301,53,3,1,134298,385658,6609,11055803
2000,gunma,1,1,"SATA, GENICHIRO",LDP,1,4,1,5901,47,3,1,134247,384573,6106,21965581
2014,chiba,12,1,"HAMADA, YASUKAZU",LDP,1,8,1,7403,59,2,1,134037,0,0,0
2009,hiroshima,3,0,"HASHIMOTO, HIROAKI",DPJ,3,1,1,5608,39,3,1,133994,350705,6806,8276167
2003,akita,3,0,"MINORIKAWA, NOBUHIDE",independent,99,1,1,4907,39,3,1,133981,380698,7202,11741926
2009,iwate,4,1,"OZAWA, ICHIRO",DPJ,3,14,1,6206,67,5,1,133978,284534,7602,8228787
2009,hiroshima,7,1,"WADA, TAKASHI",DPJ,3,3,1,5307,46,3,1,133871,374726,6709,10625482
2012,yamaguchi,1,1,"KOMURA, MASAHIKO",LDP,1,11,1,6509,70,4,1,133776,357488,58,7622812
2005,kyoto,6,1,"YAMANOI, KAZUNORI",DPJ,3,3,1,4505,43,3,1,133708,440466,6801,11276849
2000,ishikawa,3,1,"KAWARA, TSUTOMU",LDP,1,10,1,7204,63,4,1,133667,280089,6803,7082668
2017,aomori,2,1,"OSHIMA, TADAMORI",LDP,1,12,1,64003,71,3,1,133545,0,0,0
1996,aichi,12,2,"SUGIURA, SEIKEN",LDP,1,3,1,5502,62,3,1,133257,395441,6306,15571849
2017,yamaguchi,1,0,"KOMURA, MASAHIRO",LDP,1,0,1,6901,46,4,1,133221,0,0,0
2005,tokyo,19,1,"SUEMATSU, YOSHINORI",DPJ,3,4,2,4405,48,3,2,133180,449209,6709,4263401
2005,aichi,11,1,"FURUMOTO, SHINICHIRO",DPJ,3,1,1,5203,40,3,1,132730,346484,75,14323738
2014,shizuoka,7,1,"KIUCHI, MINORU",LDP,1,4,1,7009,49,3,1,132698,0,0,0
2005,chiba,5,0,"SONOURA, KENTARO",LDP,1,1,1,5401,33,3,1,132691,400722,6205,15581475
2003,fukuoka,8,1,"ASO, TARO",LDP,1,7,1,5707,63,3,1,132646,378269,6208,8338282
2012,tokyo,8,1,"ISHIHARA, NOBUTERU",LDP,1,7,1,4609,55,4,1,132521,459547,6309,10875674
2000,hokkaido,1,1,"YOKOMICHI, TAKAHIRO",DPJ,3,6,1,5007,59,4,1,132514,431448,6109,14525351
2009,osaka,18,2,"NAKAGAWA, OSAMU",DPJ,3,2,1,4806,58,4,1,132399,424742,6505,7948250
2009,kanagawa,2,1,"SUGA, YOSHIHIDE",LDP,1,5,1,4605,60,3,1,132270,424028,6803,7882591
2009,hyogo,10,0,"OKADA, YASUHIRO",DPJ,3,1,1,58,34,3,1,132231,343729,6706,8255593
2000,ibaragi,1,1,"AKAGI, NORIHIKO",LDP,1,3,1,59,41,5,1,132229,400269,5709,8383919
2009,kanagawa,6,1,"IKEDA, MOTOHISA",DPJ,3,6,1,5107,68,4,1,132192,374762,7002,8747121
2003,mie,3,1,"OKADA, KATSUYA",DPJ,3,5,1,62,50,3,1,132109,322253,6701,11174435
2005,osaka,4,1,"NAKAYAMA, YASUHIDE",LDP,1,2,1,5203,34,3,1,132072,400306,6406,23263427
1996,gifu,4,1,"FUJII, TAKAO",LDP,1,1,1,5801,53,3,1,131976,337046,6906,23348567
2005,fukuoka,6,1,"HATOYAMA, KUNIO",LDP,1,10,1,5201,56,3,1,131946,371120,6904,16345781
1996,hokkaido,9,1,"HATOYAMA, YUKIO",DPJ,3,4,1,5208,49,3,1,131936,418266,6205,14870198
2009,miyazaki,3,1,"FURUKAWA, YOSHIHISA",LDP,1,2,1,6704,44,3,1,131908,294460,6708,9610487
2017,nagano,1,1,"SHINOHARA, TAKASHI",independent,99,5,1,54006,69,4,1,131883,0,0,0
2005,kanagawa,3,1,"OKONOGI, HACHIRO",LDP,1,5,1,5302,40,5,1,131831,396711,6309,5528613
2000,miyazaki,2,1,"ETO, TAKAMI",LDP,1,9,1,6606,75,4,1,131725,302031,6707,23350229
2009,kanagawa,2,0,"MIMURA, KAZUYA",DPJ,3,0,2,4603,33,3,2,131722,424028,6803,4301992
2003,tokyo,6,1,"KOMIYAMA, YOKO",DPJ,3,2,1,5202,55,4,1,131715,459379,5605,5494248
2014,aichi,12,1,"SHIGETOKU, KAZUHIKO",ishin-to,15,2,1,4805,43,3,1,131618,0,0,0
2000,hokkaido,9,1,"HATOYAMA, YUKIO",DPJ,3,5,1,4505,53,3,1,131500,423561,6906,16206426
2012,tokyo,17,1,"HIRASAWA, KATSUEI",LDP,1,6,1,5501,67,4,1,131471,439362,5809,8818609
2005,tokyo,7,0,"MATSUMOTO, FUMIAKI",LDP,1,1,1,4809,56,3,1,131464,433764,6301,9292734
2014,hokkaido,5,1,"MACHIMURA, NOBUTAKA",LDP,1,12,1,51,70,3,1,131394,0,0,0
2009,fukushima,2,1,"OTA, KAZUMI",DPJ,3,2,1,5305,30,3,1,131306,349036,7105,6717227
2017,fukuoka,6,1,"HATOYAMA, JIRO",LDP,1,1,1,6603,38,4,1,131244,0,0,0
2000,yamagata,4,1,"KATO, KOICHIA",LDP,1,10,1,7201,61,3,1,131181,256555,7205,9641549
2005,hokkaido,9,2,"IWAKURA, HIROFUMI",LDP,1,1,0,4301,55,3,2,131130,421166,7303,22032339
2017,chiba,4,1,"NODA, YOSHIHIKO",independent,99,7,1,59059,60,4,1,131024,0,0,0
2005,gifu,2,1,"TANAHASHI, YASUFUMI",LDP,1,4,1,6108,42,3,1,130953,312501,6809,12502437
2009,saitama,5,1,"EDANO, YUKIO",DPJ,3,5,1,5902,45,3,1,130920,342355,66,4505189
2003,chiba,11,1,"MORI, EISUKE",LDP,1,5,1,6301,55,3,1,130863,374695,5706,7434560
2017,shizuoka,2,0,"IBAYASHI, TATSUNORI",LDP,1,2,1,57019,41,3,1,130857,0,0,0
2005,aichi,9,1,"KAIFU, TOSHIKI",LDP,1,16,1,4707,74,4,1,130771,417340,6702,20895955
2003,ibaragi,6,1,"NIWA, YUYA",LDP,1,9,1,5806,59,3,1,130525,405370,5608,13667073
2009,yamagata,3,1,"KATO, KOICHIA",LDP,1,13,1,5609,70,4,1,130502,318892,7309,8968494
2000,aichi,11,1,"ITO, EISEI",DPJ,3,6,1,5706,58,4,1,130473,325972,7103,14137555
2009,ehime,1,1,"SHIOZAKI, YASUHISA",LDP,1,5,1,4806,58,5,1,130330,388575,6906,24376313
2005,tokyo,6,1,"KOMIYAMA, YOKO",DPJ,3,3,2,4401,56,3,2,130283,465181,65,5326773
2005,miyagi,2,1,"AKIBA, KENYA",LDP,1,2,1,5208,43,3,1,130257,409918,6103,8910908
2003,gunma,1,1,"OMI, KOJI",LDP,1,7,1,6005,70,3,1,130242,390307,5701,16267942
2017,iwate,3,1,"OZAWA, ICHIRO",independent,99,16,1,57042,75,2,1,130229,0,0,0
1996,okayama,3,1,"HIRANUMA, TAKEO",LDP,1,6,1,6503,57,3,1,130101,299197,6805,15623187
2009,tokyo,1,1,"YOSANO, KAORU",LDP,1,9,2,4305,NA,9,2,130030,462949,6506,16979051
2003,shizuoka,5,1,"SAITO, TOSHITSUGU",LDP,1,6,2,4608,58,3,2,129988,443572,6307,9105438
2017,iwate,2,1,"SUZUKI, SHUNICHI",LDP,1,8,1,56079,64,2,1,129884,0,0,0
2000,gifu,3,1,"MUTO, KABUN",LDP,1,12,1,53,73,3,1,129842,399716,6305,22198885
2005,chiba,4,1,"NODA, YOSHIHIKO",DPJ,3,4,1,4409,48,4,1,129834,465142,6304,3969371
2005,ishikawa,2,1,"MORI, YOSHIRO",LDP,1,13,1,5706,68,3,1,129785,314239,7303,8740248
2005,saitama,12,1,"KOJIMA, TOSHIO",LDP,1,4,1,56,65,3,1,129783,371042,6308,9218912
2014,tokyo,11,1,"SHIMOMURA, HAKUBUN",LDP,1,7,1,5601,60,4,1,129587,0,0,0
2005,tokyo,13,1,"KAMOSHITA, ICHIRO",LDP,1,5,1,5308,56,3,1,129586,403088,6106,11105068
2017,shizuoka,7,0,"KIUCHI, MINORU",LDP,1,4,1,65081,52,4,1,129463,0,0,0
2005,hiroshima,2,0,"HIRAGUCHI, HIROSHI",LDP,1,1,1,5008,57,3,1,129462,386402,67,19595456
2009,aichi,4,1,"MAKI, YOSHIO",DPJ,3,4,1,5703,51,4,1,129382,373755,6107,6515760
2009,shizuoka,7,2,"KIUCHI, MINORU",independent,99,2,1,5201,44,4,1,129376,326020,7607,6223722
2005,hokkaido,2,1,"MITSUI, WAKIO",DPJ,3,3,1,4503,62,3,1,129357,428661,68,16902301
2017,kumamoto,3,0,"SAKAMOTO, TETSUSHI",LDP,1,5,1,7306,66,2,1,129312,0,0,0
2014,shizuoka,2,1,"IBAYASHI, TATSUNORI",LDP,1,2,1,5909,38,3,1,129311,0,0,0
2003,shizuoka,2,0,"HARADA, YOSHITSUGU",LDP,1,1,1,5105,51,3,1,129162,391657,6509,6833093
2005,ishikawa,1,1,"HASE, HIROSHI",LDP,1,3,1,5307,44,3,1,129142,354529,6807,11187007
2009,nagasaki,1,1,"TAKAGI, YOSHIAKI",DPJ,3,7,1,5503,63,4,1,129044,352817,67,17847280
2003,hokkaido,5,1,"MACHIMURA, NOBUTAKA",LDP,1,7,1,47,59,3,1,129035,438672,6401,12634827
2009,aichi,13,1,"OMURA, HIDEAKI",LDP,1,5,2,4.48329E+14,49,3,2,128995,0,0,0
2000,hokkaido,9,0,"IWAKURA, HIROFUMI",LDP,1,1,2,4406,50,3,2,128975,423561,6906,27179308
2014,saitama,2,1,"SHINDO, YOSHITAKA",LDP,1,6,1,6408,56,2,1,128938,0,0,0
2005,chiba,4,0,"FUJITA, MIKIO",LDP,1,0,2,4406,36,4,2,128890,465142,6304,6689276
2000,okayama,4,1,"HASHIMOTO, RYUTARO",LDP,1,13,1,6506,62,3,1,128888,347199,5801,9036781
2012,chiba,11,1,"MORI, EISUKE",LDP,1,8,1,65,64,3,1,128785,370630,5703,7490523
2009,kanagawa,8,1,"EDA, KENJI",your,14,2,1,4901,53,4,1,128753,376393,7008,6851426
2017,aomori,3,0,"KIMURA, JIRO",LDP,1,0,1,64022,49,4,1,128740,0,0,0
2005,aichi,12,1,"NAKANE, YASUHIRO",DPJ,3,1,0,4205,43,3,2,128681,432843,7101,10870385
2005,chiba,8,1,"SAKURADA, YOSHITAKA",LDP,1,4,1,5109,55,4,1,128659,377404,67,11136359
2005,saitama,14,1,"MITSUBAYASHI, TAKASHI",LDP,1,3,1,5301,52,3,1,128642,396273,6206,7435437
2003,iwate,4,1,"OZAWA, ICHIRO",DPJ,3,12,1,6501,61,4,1,128458,286442,6909,10892603
2005,shizuoka,8,1,"SHIONOYA, RYU",LDP,1,5,1,5301,55,3,1,128456,354360,6809,7986704
2012,hokkaido,5,1,"MACHIMURA, NOBUTAKA",LDP,1,11,1,4806,68,5,1,128435,455555,6002,11254755
2009,tokyo,16,0,"HATSUSHIKA, AKIHIRO",DPJ,3,1,1,4703,40,4,1,128400,450445,6109,4463262
2003,ibaragi,1,1,"AKAGI, NORIHIKO",LDP,1,4,1,5807,44,3,1,128349,405343,5503,11027600
2005,chiba,10,1,"HAYASHI, MOTOO",LDP,1,5,1,5603,58,3,1,128174,367402,6303,18694548
2005,hokkaido,1,0,"MISHINA, TAKAYUKI",LDP,1,0,0,4008,39,4,2,128166,460581,6903,10721119
2017,aichi,7,1,"YAMAO, SHIORI",independent,99,2,1,50016,43,2,1,128163,0,0,0
2009,fukuoka,7,1,"KOGA, MAKOTOA",LDP,1,10,1,55,69,2,1,128137,313989,7504,16543846
2017,kagoshima,4,1,"MORIYAMA, HIROSHI",LDP,1,5,1,70078,72,2,1,128112,0,0,0
2017,niigata,1,1,"NISHIMURA, CHINAMI",CDP,40,4,1,53011,50,2,1,128045,0,0,0
2000,kanagawa,5,1,"TANAKA, KEISHU",DPJ,3,4,1,5109,62,3,1,128010,412607,6106,13127012
1996,shizuoka,2,1,"HARADA, SHOZO",LDP,1,8,1,6102,73,4,1,127933,373871,61,6800694
2005,tokyo,2,2,"FUKAYA, TAKASHI",LDP,1,8,1,5009,69,3,1,127889,375228,6805,10862016
2005,oita,3,1,"IWAYA, TAKESHI",LDP,1,4,1,5301,48,2,1,127656,325181,7503,12900735
2017,tokyo,17,0,"HIRASAWA, KATSUEI",LDP,1,7,1,57095,72,3,1,127632,0,0,0
2009,chiba,5,2,"MURAKOSHI, HIROTAMI",DPJ,3,2,1,4908,35,4,1,127588,413805,6304,3950861
2009,ehime,1,0,"NAGAE, TAKAKO",DPJ,3,1,2,4706,49,5,2,127562,388575,6906,3922671
2017,nagano,3,1,"IDE, YOSEI",POH,39,2,1,53005,39,4,1,127542,0,0,0
1996,tochigi,1,1,"FUNADA, HAJIME",independent,99,6,1,6304,42,4,1,127503,370556,5509,12671046
2003,aichi,8,1,"BANNO, YUTAKA",DPJ,3,1,1,54,42,3,1,127411,398033,6007,10053690
2003,ibaragi,2,1,"NUKAGA, FUKUSHIRO",LDP,1,7,1,6605,59,3,1,127364,352998,5506,8828867
2003,hyogo,4,1,"INOUE, KIICHI",hoshusinto,32,6,1,5504,71,3,1,127330,418431,5608,17887750
2017,aichi,7,1,"SUZUKI, JUNJI",LDP,1,4,2,49084,59,2,2,127329,0,0,0
2000,kagoshima,3,1,"MIYAJI, KAZUAKI",LDP,1,4,1,7201,59,3,1,127315,271016,67,18056532
2017,gifu,3,1,"MUTO, YOJI",LDP,1,3,1,56088,62,3,1,127308,0,0,0
2012,kanagawa,8,1,"EDA, KENJI",your,14,3,1,5401,56,4,1,127294,382436,63,8082933
2005,okayama,1,1,"AISAWA, ICHIRO",LDP,1,6,1,6008,51,4,1,127294,338545,6304,14185225
2009,kanagawa,9,1,"RYU, HIROFUMI",DPJ,3,3,1,6305,44,5,1,127219,299255,6805,2986415
2017,kanagawa,13,1,"AMARI, AKIRA",LDP,1,11,1,56014,68,3,1,127214,0,0,0
2009,hokkaido,12,1,"MATSUKI, KENKO",DPJ,3,3,1,5204,50,3,1,127166,318569,7706,11939942
2005,osaka,6,1,"FUKUSHIMA, YUTAKA",CGP,5,4,1,5207,47,3,1,127157,388270,6408,13051510
2005,shimane,2,1,"TAKESHITA, WATARU",LDP,1,3,1,5109,58,4,1,127118,319245,7709,9200220
2009,aichi,15,0,"MORIMOTO, KAZUYOSHI",DPJ,3,1,1,5209,43,4,1,127059,344911,7007,8466224
1996,gunma,5,1,"OBUCHI, KEIZO",LDP,1,12,1,7007,59,3,1,127052,307022,6109,15902509
2005,hokkaido,2,2,"YOSHIKAWA, TAKAMORI",LDP,1,2,2,4405,54,3,2,127031,428661,68,7904579
2000,saitama,13,1,"TSUCHIYA, SHINAKO",mushozokuno,98,2,1,5107,48,5,1,127028,442184,5706,14930244
2000,nagano,1,1,"KOSAKA, KENJI",LDP,1,4,1,4807,54,3,1,127010,425298,63,9608953
2005,gifu,4,1,"KANEKO, KAZUYOSHI",LDP,1,7,1,4603,62,4,1,126921,350092,79,16034960
2000,chiba,10,1,"HAYASHI, MOTOO",LDP,1,3,1,6309,53,4,1,126838,364381,57,17555514
1996,toyama,2,1,"SUMI, HIROSHI",LDP,1,3,1,8408,42,2,1,126734,249851,6307,9030259
2012,aichi,11,1,"FURUMOTO, SHINICHIRO",DPJ,3,3,1,5109,47,4,1,126724,367599,6908,14312269
2005,tokyo,18,1,"KAN, NAOTO",DPJ,3,9,1,4704,58,3,1,126716,398228,68,9545039
2003,nagasaki,2,1,"KYUMA, FUMIO",LDP,1,8,1,6503,62,3,1,126705,337035,5909,12409885
2014,fukuoka,8,1,"ASO, TARO",LDP,1,11,1,7103,74,2,1,126684,0,0,0
2012,mie,3,1,"OKADA, KATSUYA",DPJ,3,8,1,6401,59,3,1,126679,338689,6001,9749916
2005,aichi,6,0,"NIWA, HIDEKI",LDP,1,1,1,48,32,3,1,126670,407653,66,10518972
2017,fukushima,1,1,"KANEKO, EMI",independent,99,1,1,52074,52,2,1,126664,0,0,0
2014,aichi,11,1,"FURUMOTO, SHINICHIRO",DPJ,3,4,1,5206,49,3,1,126498,0,0,0
2014,hyogo,9,1,"NISHIMURA, YASUTOSHI",LDP,1,5,1,7408,52,2,1,126491,0,0,0
2003,tokyo,23,1,"ITO, KOSUKE",LDP,1,8,1,4805,62,3,1,126221,437355,6101,13979731
2000,aomori,4,1,"KIMURA, TARO",LDP,1,2,1,69,34,3,1,126056,321554,59,16827735
2009,tokyo,9,1,"SUGAWARA, ISSHU",LDP,1,3,2,4205,37,4,2,126026,444929,6709,15215226
2014,tokyo,24,1,"HAGUDA, KOICHI",LDP,1,4,1,5107,51,4,1,126024,0,0,0
2000,okayama,3,1,"HIRANUMA, TAKEO",LDP,1,7,1,6401,60,3,1,126003,301061,6705,15779513
2003,okayama,3,1,"HIRANUMA, TAKEO",LDP,1,8,1,6703,64,3,1,125949,301589,6401,13102700
1996,yamaguchi,1,1,"KOMURA, MASAHIKO",LDP,1,6,1,7206,54,3,1,125924,344910,5503,11240875
2009,kanagawa,3,0,"OKAMOTO, EIKO",DPJ,3,1,1,4805,44,6,1,125856,407479,6501,3890070
2005,yamagata,1,1,"ENDO, TOSHIAKI",LDP,1,3,1,5604,55,3,1,125774,305878,7308,10866660
2005,tochigi,5,1,"MOTEGI, TOSHIMITSU",LDP,1,5,1,6809,49,2,1,125773,299333,6206,16862735
2017,hokkaido,8,1,"OSAKA, SEIJI",independent,99,3,1,5504,58,2,1,125771,0,0,0
2009,fukuoka,5,1,"HARADA, YOSHIAKI",LDP,1,5,0,45,64,3,2,125767,404661,7005,8003916
2009,ishikawa,1,2,"OKUDA, KEN",DPJ,3,4,1,4902,50,4,1,125667,358479,7202,8653618
2009,chiba,7,1,"UCHIYAMA, AKIRA",DPJ,3,3,1,4901,55,4,1,125647,396926,66,10417037
2000,shiga,2,0,"KONISHI, AKIRA",LDP,1,1,1,4507,50,3,1,125625,418389,6608,10396824
1996,iwate,4,1,"OZAWA, ICHIRO",NFP,8,10,1,6407,54,4,1,125619,275864,7105,17104644
2000,ibaragi,6,1,"NIWA, YUYA",LDP,1,8,1,5605,56,4,1,125581,397106,5704,12000168
2005,fukushima,2,1,"NEMOTO, TAKUMI",LDP,1,5,1,5208,54,3,1,125447,345559,6906,11228154
2005,hokkaido,3,1,"ARAI, SATOSHI",DPJ,3,3,2,4307,59,3,2,125445,430005,6707,12234478
2005,shimane,1,1,"HOSODA, HIROYUKI",LDP,1,6,1,6005,61,4,1,125401,286205,7305,9844393
2014,tokyo,17,1,"HIRASAWA, KATSUEI",LDP,1,7,1,5903,69,3,1,125351,0,0,0
2012,shizuoka,7,1,"KIUCHI, MINORU",LDP,1,3,1,5906,47,5,1,125315,327416,6504,6120065
1996,okayama,5,1,"MURATA, YOSHITAKA",LDP,1,3,1,6608,52,4,1,125188,293113,6609,15511884
2003,kanagawa,16,1,"KAMEI, YOSHIYUKI",LDP,1,8,1,5504,67,3,1,125067,420308,5504,15195668
2003,tochigi,4,1,"SATO, TSUTOMU",LDP,1,3,1,5208,51,3,1,125031,389745,62,17363123
2009,osaka,7,1,"FUJIMURA, OSAMU",DPJ,3,5,1,5209,59,4,1,124982,349304,6902,7908389
2005,nagano,2,1,"SHIMOJO, MITSU",DPJ,3,2,1,4607,49,5,1,124973,389698,70,9977422
2000,chiba,12,1,"NAKAMURA, SHOZABURO",LDP,1,8,1,5806,65,4,1,124966,384578,5808,13756296
2009,niigata,6,1,"TSUTSUI, NOBUTAKA",DPJ,3,5,1,5504,64,4,1,124894,298729,7608,9789643
2012,tottori,1,1,"ISHIBA, SHIGERU",LDP,1,9,1,8405,55,3,1,124746,254800,6007,7718724
2003,tochigi,5,1,"MOTEGI, TOSHIMITSU",LDP,1,4,1,7401,48,3,1,124612,299231,5707,15303697
2003,yamagata,2,1,"ENDO, TAKEHIKO",LDP,1,4,1,5108,65,3,1,124591,353198,6903,13294701
2005,iwate,4,1,"OZAWA, ICHIRO",DPJ,3,13,1,5909,63,4,1,124578,286595,7304,11520266
2005,hokkaido,5,1,"KOBAYASHI, CHIYOMI",DPJ,3,1,0,3808,36,3,2,124547,444986,7302,11634629
2017,nara,2,0,"TAKAICHI, SANAE",LDP,1,7,1,60008,56,3,1,124508,0,0,0
2005,saitama,13,1,"TSUCHIYA, SHINAKO",LDP,1,4,1,5401,53,3,1,124494,361814,6502,12121501
2005,hokkaido,12,1,"TAKEBE, TSUTOMU",LDP,1,6,1,5106,64,3,1,124465,329520,7407,13481109
2009,kanagawa,15,0,"KATSUMATA, KOICHIRO",DPJ,3,1,2,4005,46,4,2,124414,454639,6804,5149880
2009,hokkaido,1,0,"HASEGAWA, GAKU",LDP,1,0,0,3608,38,4,2,124343,475525,7201,9862411
2005,chiba,1,2,"USUI, HIDEO",LDP,1,8,1,5101,66,3,1,124292,380707,6409,11178159
2005,chiba,2,2,"YAMANAKA, AKIKO",LDP,1,2,1,4609,59,5,1,124261,417798,6405,4777086
2009,nagano,1,1,"KOSAKA, KENJI",LDP,1,6,0,3904,63,4,2,124136,429859,7403,10441558
2000,fukuoka,7,1,"KOGA, MAKOTOA",LDP,1,7,1,5801,59,4,1,124024,325811,6708,17444533
2005,tokyo,3,1,"MATSUBARA, JIN",DPJ,3,3,2,4104,49,3,2,123999,457792,6609,3039326
2003,kanagawa,5,1,"TANAKA, KEISHU",DPJ,3,5,1,5003,65,3,1,123905,427433,5906,11032318
2009,kumamoto,4,1,"SONODA, HIROYUKI",LDP,1,8,1,5902,67,3,1,123900,298569,7206,5811656
2017,miyagi,6,0,"ONODERA, ITSUNORI",LDP,1,6,1,85072,57,2,1,123871,0,0,0
2000,niigata,2,0,"KONDO, MOTOHIKO",independent,99,1,1,4901,46,4,1,123811,343250,7509,11196575
2003,oita,3,1,"IWAYA, TAKESHI",LDP,1,3,1,5103,46,3,1,123798,324662,7504,14903730
2017,fukuoka,5,1,"HARADA, YOSHIAKI",LDP,1,7,1,50048,73,3,1,123758,0,0,0
2009,shizuoka,4,1,"TAMURA, KENJI",DPJ,3,3,1,5406,41,3,1,123719,329927,6908,4395164
2000,hokkaido,5,1,"MACHIMURA, NOBUTAKA",LDP,1,6,1,46,55,4,1,123680,423362,6504,21105706
2009,osaka,15,0,"OTANI, KEI",DPJ,3,1,1,4608,38,4,1,123651,400398,6704,9827544
2000,hokkaido,8,1,"HACHIRO, YOSHIO",DPJ,3,4,1,4703,52,3,1,123638,422516,6305,13733785
2014,shimane,2,1,"TAKESHITA, WATARU",LDP,1,6,1,6902,68,3,1,123584,0,0,0
2009,shizuoka,8,0,"SAITO, SUSUMU",DPJ,3,1,1,4809,38,4,1,123547,359736,7009,7821132
2009,ishikawa,2,1,"MORI, YOSHIRO",LDP,1,14,1,5002,72,3,1,123490,317490,7808,9496640
2003,mie,2,1,"NAKAGAWA, MASAHARU",DPJ,3,3,1,6902,53,3,1,123449,313529,5806,8755980
2009,fukuoka,1,1,"MATSUMOTO, RYU",DPJ,3,7,1,5208,58,4,1,123441,381718,6207,18393627
2003,oita,2,1,"ETO, SEISHIRO",LDP,1,6,1,5602,62,3,1,123434,320732,7001,10854176
2017,kumamoto,1,1,"KIHARA, MINORU",LDP,1,3,1,56015,48,2,1,123431,0,0,0
